Run log for fold 1
Device: cuda
AMP enabled: True
Staged tuning: True
Validation interval epochs: 10
Final validation: True
Best checkpoint metric: train_dice (max)
Output dir: /data/data/DA25S005/miccai_tbi/MultiTalentV2_finetuning/checkpoints/tbi_multitalentv2/fold_1
Dataset summary: total=552, lesion_positive=322, lesion_empty=230, dmri=229
Train split summary: total=441, lesion_positive=256, lesion_empty=185, dmri=183
Val split summary: total=111, lesion_positive=66, lesion_empty=45, dmri=46
Case sampling: enabled=False, target_positive_fraction=nan, target_empty_fraction=nan, positive_weight=nan, empty_weight=nan, num_samples=441, replacement=True
phase	epoch	stage	train_loss	train_dice	val_loss	val_dice	monitor_metric	monitor_value	lr_head	lr_partial	lr_full
train	143	full	0.606802	0.610065	nan	nan	train_dice	0.610065	0.00000010	0.00000010	0.00004675
train	144	full	0.610964	0.614784	nan	nan	train_dice	0.614784	0.00000010	0.00000010	0.00004602
train	145	full	0.607925	0.641709	nan	nan	train_dice	0.641709	0.00000010	0.00000010	0.00004530
train	146	full	0.603427	0.631664	nan	nan	train_dice	0.631664	0.00000010	0.00000010	0.00004457
train	147	full	0.606525	0.652476	nan	nan	train_dice	0.652476	0.00000010	0.00000010	0.00004384
train	148	full	0.600981	0.661555	nan	nan	train_dice	0.661555	0.00000010	0.00000010	0.00004311
train	149	full	0.606245	0.645666	nan	nan	train_dice	0.645666	0.00000010	0.00000010	0.00004237
train	150	full	0.603239	0.662694	0.707992	0.555534	train_dice	0.662694	0.00000010	0.00000010	0.00004164
train	151	full	0.603866	0.651129	nan	nan	train_dice	0.651129	0.00000010	0.00000010	0.00004090
train	152	full	0.599890	0.645569	nan	nan	train_dice	0.645569	0.00000010	0.00000010	0.00004017
train	153	full	0.601892	0.648813	nan	nan	train_dice	0.648813	0.00000010	0.00000010	0.00003943
train	154	full	0.597147	0.660152	nan	nan	train_dice	0.660152	0.00000010	0.00000010	0.00003869
train	155	full	0.599308	0.653027	nan	nan	train_dice	0.653027	0.00000010	0.00000010	0.00003795
train	156	full	0.598212	0.676597	nan	nan	train_dice	0.676597	0.00000010	0.00000010	0.00003720
train	157	full	0.595073	0.655276	nan	nan	train_dice	0.655276	0.00000010	0.00000010	0.00003646
train	158	full	0.600999	0.637544	nan	nan	train_dice	0.637544	0.00000010	0.00000010	0.00003571
train	159	full	0.593023	0.609496	nan	nan	train_dice	0.609496	0.00000010	0.00000010	0.00003496
train	160	full	0.597545	0.668967	0.704772	0.549463	train_dice	0.668967	0.00000010	0.00000010	0.00003421
train	161	full	0.596297	0.650312	nan	nan	train_dice	0.650312	0.00000010	0.00000010	0.00003346
train	162	full	0.594210	0.666317	nan	nan	train_dice	0.666317	0.00000010	0.00000010	0.00003271
train	163	full	0.592460	0.670928	nan	nan	train_dice	0.670928	0.00000010	0.00000010	0.00003195
train	164	full	0.594817	0.684887	nan	nan	train_dice	0.684887	0.00000010	0.00000010	0.00003119
train	165	full	0.593030	0.663563	nan	nan	train_dice	0.663563	0.00000010	0.00000010	0.00003043
train	166	full	0.591368	0.676610	nan	nan	train_dice	0.676610	0.00000010	0.00000010	0.00002967
train	167	full	0.596849	0.661090	nan	nan	train_dice	0.661090	0.00000010	0.00000010	0.00002891
train	168	full	0.592684	0.670421	nan	nan	train_dice	0.670421	0.00000010	0.00000010	0.00002814
train	169	full	0.589415	0.675915	nan	nan	train_dice	0.675915	0.00000010	0.00000010	0.00002737
train	170	full	0.588585	0.684212	0.703135	0.568968	train_dice	0.684212	0.00000010	0.00000010	0.00002660
train	171	full	0.587646	0.676382	nan	nan	train_dice	0.676382	0.00000010	0.00000010	0.00002583
train	172	full	0.586993	0.672543	nan	nan	train_dice	0.672543	0.00000010	0.00000010	0.00002505
train	173	full	0.589287	0.663279	nan	nan	train_dice	0.663279	0.00000010	0.00000010	0.00002427
train	174	full	0.589199	0.690403	nan	nan	train_dice	0.690403	0.00000010	0.00000010	0.00002349
train	175	full	0.591023	0.690000	nan	nan	train_dice	0.690000	0.00000010	0.00000010	0.00002271
train	176	full	0.589123	0.673237	nan	nan	train_dice	0.673237	0.00000010	0.00000010	0.00002192
train	177	full	0.590335	0.665423	nan	nan	train_dice	0.665423	0.00000010	0.00000010	0.00002113
train	178	full	0.590182	0.667952	nan	nan	train_dice	0.667952	0.00000010	0.00000010	0.00002034
train	179	full	0.585837	0.662761	nan	nan	train_dice	0.662761	0.00000010	0.00000010	0.00001954
train	180	full	0.586114	0.694543	0.704130	0.576916	train_dice	0.694543	0.00000010	0.00000010	0.00001874
train	181	full	0.584058	0.696011	nan	nan	train_dice	0.696011	0.00000010	0.00000010	0.00001793
train	182	full	0.584970	0.691682	nan	nan	train_dice	0.691682	0.00000010	0.00000010	0.00001712
train	183	full	0.583002	0.698756	nan	nan	train_dice	0.698756	0.00000010	0.00000010	0.00001631
train	184	full	0.580180	0.675213	nan	nan	train_dice	0.675213	0.00000010	0.00000010	0.00001549
train	185	full	0.586835	0.697589	nan	nan	train_dice	0.697589	0.00000010	0.00000010	0.00001467
train	186	full	0.583171	0.673882	nan	nan	train_dice	0.673882	0.00000010	0.00000010	0.00001384
train	187	full	0.581502	0.709710	nan	nan	train_dice	0.709710	0.00000010	0.00000010	0.00001301
train	188	full	0.585370	0.689131	nan	nan	train_dice	0.689131	0.00000010	0.00000010	0.00001217
train	189	full	0.585835	0.690706	nan	nan	train_dice	0.690706	0.00000010	0.00000010	0.00001132
train	190	full	0.582430	0.687563	0.703880	0.576584	train_dice	0.687563	0.00000010	0.00000010	0.00001047
train	191	full	0.580512	0.692646	nan	nan	train_dice	0.692646	0.00000010	0.00000010	0.00000961
train	192	full	0.581330	0.697714	nan	nan	train_dice	0.697714	0.00000010	0.00000010	0.00000874
train	193	full	0.580663	0.694856	nan	nan	train_dice	0.694856	0.00000010	0.00000010	0.00000786
train	194	full	0.576427	0.714109	nan	nan	train_dice	0.714109	0.00000010	0.00000010	0.00000697
train	195	full	0.579389	0.702040	nan	nan	train_dice	0.702040	0.00000010	0.00000010	0.00000607
train	196	full	0.580480	0.714286	nan	nan	train_dice	0.714286	0.00000010	0.00000010	0.00000515
train	197	full	0.580092	0.712872	nan	nan	train_dice	0.712872	0.00000010	0.00000010	0.00000421
train	198	full	0.577578	0.693971	nan	nan	train_dice	0.693971	0.00000010	0.00000010	0.00000325
train	199	full	0.583388	0.713755	nan	nan	train_dice	0.713755	0.00000010	0.00000010	0.00000226
train	200	full	0.579789	0.701278	0.702072	0.568897	train_dice	0.701278	0.00000010	0.00000010	0.00000121
final_validation	196	best	0.580480	0.714286	0.700964	0.560798	train_dice	0.714286	0.00000010	0.00000010	0.00000515
