phase,epoch,train_loss,train_dice,val_loss,val_dice,monitor_metric,monitor_value,lr_head,lr_partial,lr_full
train,1,1.8107967517273227,0.0017565261566173343,1.5632945309888135,0.004200342596826059,val_dice,0.004200342596826059,0.0,0.0,1e-05
train,2,1.3932523351677961,0.027954350585284657,1.26513726969023,0.23720298471603216,val_dice,0.23720298471603216,0.0,0.0,2e-05
train,3,1.1815459930977854,0.2003660359067574,1.1194635812226716,0.4117389718371352,val_dice,0.4117389718371352,0.0,0.0,3e-05
train,4,1.0801200769385513,0.19681086701328013,1.0538711725054561,0.26279780539236025,val_dice,0.26279780539236025,0.0,0.0,4e-05
train,5,1.0249739013561585,0.20696768490177367,1.0245263340236905,0.28404998364284706,val_dice,0.28404998364284706,0.0,0.0,5e-05
train,6,0.9892401768236744,0.1898294759425905,0.9888900067355182,0.15868322759249143,val_dice,0.15868322759249143,0.0,0.0,6e-05
train,7,0.9804657588875483,0.16844909647296483,0.984059074440518,0.15104098736635066,val_dice,0.15104098736635066,0.0,0.0,7e-05
train,8,0.9430344012859457,0.15987159302476653,0.9347794058623614,0.2281199017467797,val_dice,0.2281199017467797,0.0,0.0,8e-05
train,9,0.8974347727166282,0.16910713238791789,0.8856378791031537,0.18142461759132184,val_dice,0.18142461759132184,0.0,0.0,9e-05
train,10,0.8313206874188923,0.2395231369513143,0.8642240751970995,0.15118833719081845,val_dice,0.15118833719081845,0.0,0.0,0.0001
train,11,0.7867299400084143,0.2631854535302921,0.8225331401771253,0.21288854116866276,val_dice,0.21288854116866276,0.0,0.0,0.0001
train,12,0.7352735117381933,0.31101698068301314,0.8065353934023831,0.2127493833993528,val_dice,0.2127493833993528,0.0,0.0,9.952619089450734e-05
train,13,0.7247638630083089,0.33589939349624387,0.8062929725861764,0.2009271906353777,val_dice,0.2009271906353777,0.0,0.0,9.905213102880494e-05
train,14,0.6833730919493569,0.38295142635694107,0.7918918304615192,0.36065358578565443,val_dice,0.36065358578565443,0.0,0.0,9.857781893527471e-05
train,15,0.6867513647493051,0.3658430880917797,0.7742174698694332,0.25030151508687165,val_dice,0.25030151508687165,0.0,0.0,9.810325312981266e-05
train,16,0.6693197601641657,0.41526961709037485,0.7681555719794454,0.5186533205442092,val_dice,0.5186533205442092,0.0,0.0,9.762843211155404e-05
train,17,0.668664471328664,0.43076429107243275,0.8053792779510086,0.5254591604202314,val_dice,0.5254591604202314,0.0,0.0,9.715335436259238e-05
train,18,0.638904014648764,0.4202204791368457,0.7517569317474021,0.3876938386014542,val_dice,0.3876938386014542,0.0,0.0,9.667801834769236e-05
train,19,0.628712985115527,0.44450395797670783,0.7562025606900722,0.3921492682465863,val_dice,0.3921492682465863,0.0,0.0,9.62024225139961e-05
train,20,0.6372708476184447,0.42699654190167713,0.755161500326148,0.41135193562856154,val_dice,0.41135193562856154,0.0,0.0,9.572656529072299e-05
train,21,0.6139489821498356,0.4698142030261978,0.7509154336409526,0.27301041356603295,val_dice,0.27301041356603295,0.0,0.0,9.525044508886255e-05
train,22,0.6160310622718599,0.45902782303411754,0.7558210219617363,0.5017311224446163,val_dice,0.5017311224446163,0.0,0.0,9.477406030086039e-05
train,23,0.550920354333324,0.5437147452192949,0.7773625251946149,0.38896925113626357,val_dice,0.38896925113626357,0.0,0.0,9.429740930029703e-05
train,24,0.5992841946632683,0.5144183816484504,0.7286922845754538,0.475901667078124,val_dice,0.475901667078124,0.0,0.0,9.382049044155921e-05
train,25,0.6001173471715174,0.46239948360120553,0.7364444755487614,0.3323340983071276,val_dice,0.3323340983071276,0.0,0.0,9.334330205950357e-05
train,26,0.5415081508508345,0.5513247868401486,0.7305291652142465,0.4012933938920144,val_dice,0.4012933938920144,0.0,0.0,9.286584246911267e-05
train,27,0.5926425749279745,0.4857470118078458,0.7399816347940548,0.4091240136992984,val_dice,0.4091240136992984,0.0,0.0,9.238810996514272e-05
train,28,0.589700295406134,0.5298472931618747,0.7197193314094801,0.36672090504888555,val_dice,0.36672090504888555,0.0,0.0,9.191010282176314e-05
train,29,0.5908180485202882,0.5087561998613049,0.7213920110517794,0.4362449778105976,val_dice,0.4362449778105976,0.0,0.0,9.143181929218764e-05
train,30,0.5516846162560576,0.5433973209303516,0.74892340412548,0.5160393550570384,val_dice,0.5160393550570384,0.0,0.0,9.095325760829622e-05
train,31,0.5686471247686551,0.5411541565779355,0.7360166936844319,0.38536130902235327,val_dice,0.38536130902235327,0.0,0.0,9.047441598024851e-05
train,32,0.5737908834131126,0.4923590884626015,0.7430167274700629,0.4679198076705767,val_dice,0.4679198076705767,0.0,0.0,8.999529259608741e-05
train,33,0.5559075855546527,0.5519444085771601,0.7094835379907677,0.3853484845501601,val_dice,0.3853484845501601,0.0,0.0,8.951588562133336e-05
train,34,0.5519024490499173,0.5750735667750501,0.7205448295619037,0.4199582400485829,val_dice,0.4199582400485829,0.0,0.0,8.903619319856857e-05
train,35,0.5361741150554076,0.5704024841431543,0.6984022654391624,0.49485493882280385,val_dice,0.49485493882280385,0.0,0.0,8.855621344701112e-05
train,36,0.5419154641410661,0.5513768240340343,0.7076705573378382,0.5297184383006255,val_dice,0.5297184383006255,0.0,0.0,8.807594446207841e-05
train,37,0.5148006628294921,0.578465574055883,0.7454015886461413,0.4665899556303659,val_dice,0.4665899556303659,0.0,0.0,8.759538431493998e-05
train,38,0.5328354770972344,0.5658445399459286,0.7093179681011148,0.4125927100445321,val_dice,0.4125927100445321,0.0,0.0,8.711453105205891e-05
train,39,0.5710400044242271,0.5234356896680019,0.7205414882114342,0.5541445860609319,val_dice,0.5541445860609319,0.0,0.0,8.663338269472188e-05
train,40,0.5329717532171955,0.5997177836299898,0.7153660646966986,0.49556801856217475,val_dice,0.49556801856217475,0.0,0.0,8.615193723855713e-05
train,41,0.5383822703037132,0.5856708380587358,0.7265205285302153,0.5477399008289051,val_dice,0.5477399008289051,0.0,0.0,8.567019265304034e-05
train,42,0.5481560280094612,0.5644734966949763,0.7157739897569021,0.4959684406069806,val_dice,0.4959684406069806,0.0,0.0,8.518814688098769e-05
train,43,0.5153997237382292,0.6085212827414745,0.725605498563062,0.4867439074424692,val_dice,0.4867439074424692,0.0,0.0,8.470579783803599e-05
train,44,0.5632401893671408,0.5613088473286724,0.7167693285254745,0.6204649261421697,val_dice,0.6204649261421697,0.0,0.0,8.42231434121091e-05
train,45,0.535091808644417,0.6069440525889883,0.7046298857207771,0.4611563995789775,val_dice,0.4611563995789775,0.0,0.0,8.374018146287068e-05
train,46,0.54601982561977,0.5570916311418637,0.7230291853885393,0.514682829511466,val_dice,0.514682829511466,0.0,0.0,8.325690982116234e-05
train,47,0.5505221243652086,0.584003924956904,0.7057594756285349,0.5232516016841229,val_dice,0.5232516016841229,0.0,0.0,8.277332628842701e-05
train,48,0.496509455820195,0.6263791875960159,0.7042872117714839,0.5516007782179925,val_dice,0.5516007782179925,0.0,0.0,8.228942863611695e-05
train,49,0.5220240540802479,0.5855524152473338,0.7187986751128962,0.5286740821888865,val_dice,0.5286740821888865,0.0,0.0,8.180521460508584e-05
train,50,0.5187348672389444,0.5991448339577609,0.7218824651864197,0.5972409062678267,val_dice,0.5972409062678267,0.0,0.0,8.132068190496458e-05
train,51,0.5032282320364397,0.6065790882461519,0.7191236141297195,0.6172298437793213,val_dice,0.6172298437793213,0.0,0.0,8.083582821352e-05
train,52,0.50118710835572,0.6125359043029177,0.7083882345809592,0.5480683939445329,val_dice,0.5480683939445329,0.0,0.0,8.035065117599614e-05
train,53,0.5167718109866929,0.5997851444127613,0.7169336461806083,0.4755053735889537,val_dice,0.4755053735889537,0.0,0.0,7.986514840443731e-05
train,54,0.5295031598163029,0.6092496200027827,0.7169446847191802,0.33258758042772607,val_dice,0.33258758042772607,0.0,0.0,7.937931747699246e-05
train,55,0.5314456227482581,0.6164785836212838,0.7026864164047413,0.4622397079307643,val_dice,0.4622397079307643,0.0,0.0,7.889315593720016e-05
train,56,0.5180730430278379,0.5891726101204787,0.7145592466936456,0.5417432416549207,val_dice,0.5417432416549207,0.0,0.0,7.840666129325335e-05
train,57,0.5109294555625137,0.6043518749537548,0.7163669595847258,0.5135707356056213,val_dice,0.5135707356056213,0.0,0.0,7.791983101724345e-05
train,58,0.4787915593895918,0.6149246586891602,0.700706075440656,0.5375580162567095,val_dice,0.5375580162567095,0.0,0.0,7.74326625443829e-05
train,59,0.493252531644337,0.6139722687837449,0.7054957531325452,0.5682828780570729,val_dice,0.5682828780570729,0.0,0.0,7.694515327220531e-05
train,60,0.520556408514917,0.6171177779554928,0.6950884637263444,0.443948345369101,val_dice,0.443948345369101,0.0,0.0,7.645730055974272e-05
train,61,0.49978759384749966,0.629826495420263,0.7001091111619193,0.546501956647005,val_dice,0.546501956647005,0.0,0.0,7.596910172667857e-05
train,62,0.48906257211351073,0.6469701465974865,0.7020092336712657,0.5088620464845651,val_dice,0.5088620464845651,0.0,0.0,7.548055405247625e-05
train,63,0.5095452574882108,0.6427824327405157,0.6889636559529347,0.48638090257121835,val_dice,0.48638090257121835,0.0,0.0,7.499165477548167e-05
train,64,0.48632963361586035,0.6544585875558713,0.7236036325360203,0.6224400056477116,val_dice,0.6224400056477116,0.0,0.0,7.450240109199928e-05
train,65,0.5101688817278598,0.6290647699671486,0.6912785070436495,0.5828052764002313,val_dice,0.5828052764002313,0.0,0.0,7.401279015534036e-05
train,66,0.4807361302867768,0.6695257534602268,0.7064006751453554,0.5579988409752272,val_dice,0.5579988409752272,0.0,0.0,7.352281907484264e-05
train,67,0.49203646933985135,0.6228874615872415,0.6937832957183993,0.55305406985949,val_dice,0.55305406985949,0.0,0.0,7.303248491486013e-05
train,68,0.4862578767193418,0.6558231021394247,0.7073566803524086,0.5665063642689017,val_dice,0.5665063642689017,0.0,0.0,7.2541784693722e-05
train,69,0.5008756684439253,0.6558114836991418,0.693613221247991,0.5613684656897073,val_dice,0.5613684656897073,0.0,0.0,7.205071538265945e-05
