phase,epoch,train_loss,train_dice,val_loss,val_dice,monitor_metric,monitor_value,lr_head,lr_partial,lr_full
train,1,1.0485287508274095,0.23695988015987235,1.042147759957747,0.10528878980803374,val_dice,0.10528878980803374,0.0,9.999999999999999e-05,0.0
train,2,1.0321015799207385,0.18741587843505977,1.0209804686633024,0.07866229883956738,val_dice,0.07866229883956738,0.0,0.00019999999999999998,0.0
train,3,1.015037623331018,0.11012222907160811,1.017892495610497,0.4017569844128366,val_dice,0.4017569844128366,0.0,0.0003,0.0
train,4,0.9985647815115312,0.11405446399741548,0.9948907023126429,0.10197873628316817,val_dice,0.10197873628316817,0.0,0.0003,0.0
train,5,0.9828829670923328,0.1177574396202938,0.9812131063504652,0.11722938070365027,val_dice,0.11722938070365027,0.0,0.000294249159569337,0.0
train,6,0.9604826003178213,0.1396490075967985,0.9816851171580228,0.1101819787784222,val_dice,0.1101819787784222,0.0,0.0002884858026764608,0.0
train,7,0.9510494480710224,0.1455506766131656,0.9750988526777787,0.13430380071029788,val_dice,0.13430380071029788,0.0,0.0002827096229732567,0.0
train,8,0.9374058150193271,0.1810188572273702,0.9557070726698095,0.1347714695363363,val_dice,0.1347714695363363,0.0,0.00027692029947018113,0.0
train,9,0.9540086131020369,0.14678530064968717,0.9492993110960181,0.1559888149702303,val_dice,0.1559888149702303,0.0,0.00027111749547912786,0.0
train,10,0.9254662775480909,0.18821294473543876,0.955700832605362,0.10822179773989035,val_dice,0.10822179773989035,0.0,0.00026530085745293065,0.0
train,11,0.896367233937682,0.19941730714556324,0.9244982342828404,0.1485586821653845,val_dice,0.1485586821653845,0.0,0.0002594700137086206,0.0
train,12,0.8973913749688351,0.2101837903236314,0.9259855099699714,0.17364332888169332,val_dice,0.17364332888169332,0.0,0.00025362457301959064,0.0
train,13,0.8844710222331646,0.21469456733214212,0.9097087721933018,0.19052112528624052,val_dice,0.19052112528624052,0.0,0.00024776412305949194,0.0
train,14,0.8831699709344774,0.2119130859202167,0.9016791983084245,0.17246016612612164,val_dice,0.17246016612612164,0.0,0.00024188822867792328,0.0
train,15,0.8657341811856533,0.22894228146582454,0.8985434670339931,0.18778585174419754,val_dice,0.18778585174419754,0.0,0.00023599642998468318,0.0
train,16,0.8343072474272543,0.27069707481894834,0.8839499717408961,0.2013040459144341,val_dice,0.2013040459144341,0.0,0.00023008824021540628,0.0
train,17,0.8300785138124255,0.2788646181895286,0.8841807221824473,0.2106044514581312,val_dice,0.2106044514581312,0.0,0.00022416314334665954,0.0
train,18,0.8025271818041801,0.2969807657877639,0.8724379723722284,0.2064276969980627,val_dice,0.2064276969980627,0.0,0.0002182205914228337,0.0
train,19,0.8100145955430976,0.30285038683554844,0.876823923533613,0.2535403650574056,val_dice,0.2535403650574056,0.0,0.0002122600015501827,0.0
train,20,0.790828722162484,0.30061972019228045,0.857458818229762,0.23009730014117533,val_dice,0.23009730014117533,0.0,0.00020628075250483488,0.0
train,21,0.7620644643228518,0.33408684699387925,0.8439551683989438,0.23477495411924088,val_dice,0.23477495411924088,0.0,0.0002002821808911052,0.0
train,22,0.7591532220330713,0.3420719810879598,0.8679726787588813,0.26211475580782706,val_dice,0.26211475580782706,0.0,0.00019426357677345524,0.0
train,23,0.7498341294772485,0.3298975308125182,0.8484385081312873,0.241197980759781,val_dice,0.241197980759781,0.0,0.00018822417868927848,0.0
train,24,0.7391539703869172,0.3506845646993976,0.8341366098685699,0.23180801067519205,val_dice,0.23180801067519205,0.0,0.00018216316792940074,0.0
train,25,0.7320138642825692,0.35869486304558207,0.8249385039914738,0.24874197630275,val_dice,0.24874197630275,0.0,0.00017607966194755053,0.0
train,26,0.7282901896138536,0.35870920366922826,0.8315477577122775,0.24366179803062502,val_dice,0.24366179803062502,0.0,0.00016997270672738915,0.0
train,27,0.7057826452597773,0.37999902945200886,0.8311250564726916,0.2978887136188872,val_dice,0.2978887136188872,0.0,0.00016384126789371485,0.0
train,28,0.7056991409729508,0.3856453263544244,0.8169531044634906,0.2637841845750475,val_dice,0.2637841845750475,0.0,0.00015768422030001134,0.0
train,29,0.6951112460294461,0.38957688488138575,0.8190709674900228,0.2828930231941809,val_dice,0.2828930231941809,0.0,0.00015150033575318868,0.0
train,30,0.6835098798256115,0.3964274441506349,0.8137523225762627,0.2871886065460425,val_dice,0.2871886065460425,0.0,0.00014528826844191633,0.0
train,31,0.6643319667329616,0.41021369202899954,0.8077588907696984,0.30754981591689723,val_dice,0.30754981591689723,0.0,0.00013904653750841385,0.0
train,32,0.6802632313440827,0.39059811759044993,0.8073642974550074,0.3317932206689543,val_dice,0.3317932206689543,0.0,0.00013277350603186996,0.0
train,33,0.6682808215801532,0.42239103116731946,0.802303496003151,0.3099846590604215,val_dice,0.3099846590604215,0.0,0.0001264673554554439,0.0
train,34,0.6502994018779621,0.43645630171724276,0.8036104381084442,0.32748447484313076,val_dice,0.32748447484313076,0.0,0.00012012605415883435,0.0
train,35,0.660818068723603,0.42505575320262046,0.8060127989812331,0.28577894082421385,val_dice,0.28577894082421385,0.0,0.00011374731840969914,0.0
train,36,0.6608958875431734,0.420879769134978,0.7952731175856157,0.31477744213266484,val_dice,0.31477744213266484,0.0,0.00010732856324899001,0.0
