threshold,min_component_voxels,case_id,dice,precision,recall,gt_voxels,gt_category,pred_voxels,pred_category,tp,fp,fn,missed_positive,empty_false_positive
0.35,20,0308,0.6970086844644581,0.692332268370607,0.7017487046632125,3110,small,3130,small,2167,963,921,0,0
0.3,10,0310,0.7114532306974575,0.6768752774079005,0.7497541789577188,2034,small,2253,small,1525,728,509,0,0
0.3,20,0310,0.7114532306974575,0.6768752774079005,0.7497541789577188,2034,small,2253,small,1525,728,509,0,0
0.35,10,0310,0.7162613257033857,0.6953703703703704,0.7384464110127827,2034,small,2160,small,1502,658,532,0,0
0.35,20,0310,0.7162613257033857,0.6953703703703704,0.7384464110127827,2034,small,2160,small,1502,658,532,0,0
0.3,10,0351,0.6135783563042368,0.5508707607699358,0.6923963133640553,868,tiny,1091,small,601,490,267,0,0
0.3,20,0351,0.6077519379844961,0.5510777881911902,0.6774193548387096,868,tiny,1067,small,588,479,280,0,0
0.35,10,0351,0.6064447966191231,0.56,0.6612903225806451,868,tiny,1025,small,574,451,294,0,0
0.35,20,0351,0.6096654275092936,0.5655172413793104,0.6612903225806451,868,tiny,1015,small,574,441,294,0,0
0.3,10,0367,0.09649122807017543,0.673469387755102,0.05196850393700787,1270,small,98,tiny,66,32,1204,0,0
0.3,20,0367,0.09649122807017543,0.673469387755102,0.05196850393700787,1270,small,98,tiny,66,32,1204,0,0
0.35,10,0367,0.0827790096082779,0.6746987951807228,0.04409448818897638,1270,small,83,tiny,56,27,1214,0,0
0.35,20,0367,0.0827790096082779,0.6746987951807228,0.04409448818897638,1270,small,83,tiny,56,27,1214,0,0
0.3,10,0387,0.6923076923076923,0.6206896551724138,0.782608695652174,23,very_tiny,29,very_tiny,18,11,5,0,0
0.3,20,0387,0.6923076923076923,0.6206896551724138,0.782608695652174,23,very_tiny,29,very_tiny,18,11,5,0,0
0.35,10,0387,0.6666666666666666,0.6071428571428571,0.7391304347826086,23,very_tiny,28,very_tiny,17,11,6,0,0
0.35,20,0387,0.6666666666666666,0.6071428571428571,0.7391304347826086,23,very_tiny,28,very_tiny,17,11,6,0,0
0.3,10,0399,0.6081813701330705,0.7083811710677382,0.5328151986183074,3474,small,2613,small,1851,762,1623,0,0
0.3,20,0399,0.6092824226464779,0.7113758647194466,0.5328151986183074,3474,small,2602,small,1851,751,1623,0,0
0.35,10,0399,0.6052324612564572,0.7186387020182035,0.5227403569372481,3474,small,2527,small,1816,711,1658,0,0
0.35,20,0399,0.6062426973794024,0.7214938418752483,0.5227403569372481,3474,small,2517,small,1816,701,1658,0,0
0.3,10,0408,0.6434025782083915,0.8677740863787375,0.5112212943632568,7664,large,4515,small,3918,597,3746,0,0
0.3,20,0408,0.6425577381441604,0.8680879413724184,0.5100469728601252,7664,large,4503,small,3909,594,3755,0,0
0.35,10,0408,0.6341991341991342,0.8760349586016559,0.4969989561586639,7664,large,4348,small,3809,539,3855,0,0
0.35,20,0408,0.6305328211124103,0.8758700696055685,0.492562630480167,7664,large,4310,small,3775,535,3889,0,0
